framework,version,device,op_name,kernel_source,batch_size,seq_len,num_heads,head_dim,tp_size,sp_size,sp_algorithm,latency
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,3949,5,128,8,8,ring,0.009286399930715561
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,19110,40,128,1,1,none,0.3043200016021729
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,19110,20,128,1,2,ulysses,0.1564895987510681
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,9555,40,128,1,2,ring,0.14439359903335572
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,19110,10,128,1,4,ulysses,0.08268799781799316
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,4778,40,128,1,4,ring,0.07371519804000855
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,19110,5,128,1,8,ulysses,0.044889599084854126
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,2389,40,128,1,8,ring,0.039401599764823915
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,19110,20,128,2,1,none,0.15621440410614013
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,19110,10,128,2,2,ulysses,0.0822048008441925
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,9555,20,128,2,2,ring,0.07511039972305297
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,19110,5,128,2,4,ulysses,0.044924798607826236
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,4778,20,128,2,4,ring,0.039843198657035825
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,2389,20,128,2,8,ring,0.014220799505710601
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,19110,10,128,4,1,none,0.08228160142898559
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,19110,5,128,4,2,ulysses,0.04479359984397888
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,9555,10,128,4,2,ring,0.03995839953422546
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,4778,10,128,4,4,ring,0.01470080018043518
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,2389,10,128,4,8,ring,0.009718400239944459
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,19110,5,128,8,1,none,0.04636160135269165
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,9555,5,128,8,2,ring,0.015753600001335143
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,4778,5,128,8,4,ring,0.009772799909114838
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,2389,5,128,8,8,ring,0.007606399804353714
