framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency,ops,mem_bytes,intensity_op,intensity_hw,rel_ratio,sol_math,sol_mem,mfu,mbu
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,32,1024,1,4,31,0.0903573334217071,2281701376,107872256,21.15188335358445,312.5,0.06768602673147024,0.0009126805504,0.013484032,0.010100791112774706,0.1492300789474233
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,16,1024,1,8,31,0.0458613336086273,1140850688,53936128,21.15188335358445,625.0,0.03384301336573512,0.0002281701376,0.006742016,0.0049752181117794034,0.14700872106195603
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,16,1024,1,8,31,0.0541280011336008,1140850688,72220672,15.796733212341199,312.5,0.05054954627949183,0.0004563402752,0.009027584,0.008430761632480082,0.1667821425313263
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,8,1024,1,16,31,0.0377813329299291,570425344,36110336,15.796733212341199,625.0,0.025274773139745917,0.0001140850688,0.004513792,0.003019614713212663,0.11947148631234039
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,8,1024,1,16,31,0.0479839990536371,570425344,54394880,10.486746987951808,312.5,0.03355759036144578,0.0002281701376,0.00679936,0.004755129670308401,0.14170056965030348
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,4,1024,1,32,31,0.0357013344764709,285212672,27197440,10.486746987951808,625.0,0.01677879518072289,5.70425344e-05,0.00339968,0.0015977703701130304,0.09522557209284634
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,4,1024,1,32,31,0.0482506652673085,285212672,45481984,6.270893371757925,312.5,0.020066858789625358,0.0001140850688,0.0056852479999999995,0.0023644247839479343,0.11782734949878405
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,2,1024,1,64,31,0.0349493324756622,142606336,22740992,6.270893371757925,625.0,0.010033429394812679,2.85212672e-05,0.0028426239999999998,0.0008160747338983217,0.08133557348998093
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,2,1024,1,64,31,0.048085331916809,142606336,41025536,3.476038338658147,312.5,0.01112332268370607,5.70425344e-05,0.005128192,0.0011862772310418403,0.10664774049749999
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,1,1024,1,128,31,0.0358133340875307,71303168,20512768,3.476038338658147,625.0,0.005561661341853035,1.42606336e-05,0.002564096,0.0003981934093359153,0.07159612656373017
