model_key,system,mode,model,isl,osl,prefix,concurrency,request_rate,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,(p)seq/s/worker,(d)seq/s/worker,num_total_gpus,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,power_w,tokens/s/gpu_cluster
qwen3_32b,b300_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,48,7.518,1,1,1,16,16,3,109.971,5.741,5983.014,7.518,0.235,7698.678,240.584,174.192,16.368,2.724,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,14.812,sglang,0.5.10,b300_sxm,0.0,240.584
qwen3_32b,b300_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,27,4.968,1,1,1,9,9,3,109.971,4.888,5110.395,4.968,0.155,5087.232,158.976,204.568,16.368,1.8,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,13.718,sglang,0.5.10,b300_sxm,0.0,158.976
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,2736,60.291,1,1,7,304,304,9,188.096,39.732,40833.932,60.291,1.884,61737.984,1929.312,25.168,9.57,7.479,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,225.147,sglang,0.5.10,b300_sxm,0.0,1929.312
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,2304,60.171,1,1,7,256,256,9,188.096,34.437,35417.147,60.171,1.88,61614.858,1925.464,29.038,9.57,7.267,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,195.147,sglang,0.5.10,b300_sxm,0.0,1925.464
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,1872,57.77,1,1,7,208,208,9,188.096,29.142,30000.362,57.77,1.805,59156.029,1848.626,34.315,9.57,6.977,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,165.147,sglang,0.5.10,b300_sxm,0.0,1848.626
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,360,13.195,1,1,1,360,360,1,115.445,24.537,25216.796,13.195,1.649,13511.311,1688.914,40.754,15.592,14.342,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b300_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,132.44,sglang,0.5.10,b300_sxm,0.0,1688.914
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,520,25.839,1,1,3,104,104,5,188.096,17.669,18263.483,25.839,1.615,26459.136,1653.696,56.595,9.57,5.754,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,100.147,sglang,0.5.10,b300_sxm,0.0,1653.696
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,480,25.714,1,1,3,96,96,5,188.096,16.787,17361.197,25.714,1.607,26331.136,1645.696,59.57,9.57,5.59,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,95.147,sglang,0.5.10,b300_sxm,0.0,1645.696
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,440,24.881,1,1,3,88,88,5,188.096,15.904,16457.888,24.881,1.555,25478.554,1592.41,62.876,9.57,5.409,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,90.147,sglang,0.5.10,b300_sxm,0.0,1592.41
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,216,12.216,1,1,1,216,216,1,115.445,15.901,16382.168,12.216,1.527,12508.938,1563.617,62.888,15.592,13.278,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b300_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,87.44,sglang,0.5.10,b300_sxm,0.0,1563.617
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,200,12.01,1,1,1,200,200,1,115.445,14.976,15435.893,12.01,1.501,12297.912,1537.239,66.773,15.592,13.054,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b300_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,82.44,sglang,0.5.10,b300_sxm,0.0,1537.239
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,380,23.437,1,1,3,76,76,5,188.096,14.581,15104.459,23.437,1.465,23999.488,1499.968,68.584,9.57,5.095,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,82.647,sglang,0.5.10,b300_sxm,0.0,1499.968
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,176,11.648,1,1,1,176,176,1,115.445,13.588,14015.969,11.648,1.456,11927.675,1490.959,73.593,15.592,12.661,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b300_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,74.94,sglang,0.5.10,b300_sxm,0.0,1490.959
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,144,11.033,1,1,1,144,144,1,115.445,11.738,12123.419,11.033,1.379,11297.423,1412.178,85.194,15.592,11.992,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b300_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,64.94,sglang,0.5.10,b300_sxm,0.0,1412.178
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,128,10.646,1,1,1,128,128,1,115.445,10.813,11177.144,10.646,1.331,10901.75,1362.719,92.484,15.592,11.572,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b300_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,59.94,sglang,0.5.10,b300_sxm,0.0,1362.719
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,380,42.098,1,1,3,76,76,5,115.445,7.806,8100.983,42.098,1.316,43108.762,1347.149,128.111,15.592,9.518,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b300_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,43.69,sglang,0.5.10,b300_sxm,0.0,1347.149
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,152,20.048,1,1,1,152,152,1,79.119,6.818,7053.933,20.048,1.253,20528.865,1283.054,146.661,22.75,21.791,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.062,sglang,0.5.10,b300_sxm,0.0,1283.054
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,124,18.792,1,1,1,124,124,1,79.119,5.934,6149.601,18.792,1.174,19242.926,1202.683,168.515,22.75,20.426,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,31.687,sglang,0.5.10,b300_sxm,0.0,1202.683
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,92,16.804,1,1,1,92,92,1,79.119,4.924,5116.371,16.804,1.05,17207.091,1075.443,203.103,22.75,18.265,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,26.687,sglang,0.5.10,b300_sxm,0.0,1075.443
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,78,14.033,1,1,1,26,26,3,115.445,4.914,5142.467,14.033,0.877,14369.587,898.099,203.482,15.592,5.172,16,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b300_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,28.065,sglang,0.5.10,b300_sxm,0.0,898.099
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,60,13.79,1,1,1,60,60,1,79.119,3.913,4082.118,13.79,0.862,14120.837,882.552,255.558,22.75,14.989,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.687,sglang,0.5.10,b300_sxm,0.0,882.552
qwen3_32b,b300_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,60,18.196,1,1,1,30,30,2,79.119,2.966,3113.337,18.196,0.758,18632.458,776.352,337.202,22.75,9.889,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,16.999,sglang,0.5.10,b300_sxm,0.0,582.264
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,3168,48.214,1,1,7,352,352,9,235.19,58.979,60570.707,48.214,1.507,49371.034,1542.845,16.955,7.653,5.834,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,255.147,sglang,0.5.10,b300_sxm,0.0,1542.845
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,2880,47.676,1,1,7,320,320,9,235.19,54.33,55814.78,47.676,1.49,48820.47,1525.64,18.406,7.653,5.758,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,235.147,sglang,0.5.10,b300_sxm,0.0,1525.64
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,2592,46.923,1,1,7,288,288,9,235.19,49.68,51057.83,46.923,1.466,48048.906,1501.528,20.129,7.653,5.667,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,215.147,sglang,0.5.10,b300_sxm,0.0,1501.528
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,620,11.38,1,1,3,124,124,5,421.42,48.992,50540.236,11.38,1.423,11653.53,1456.691,20.411,4.271,2.474,8,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,67.229,sglang,0.5.10,b300_sxm,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,220.324,sglang,0.5.10,b300_sxm,0.0,1456.691
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,1932,42.283,1,1,11,92,92,21,421.42,39.864,41202.292,42.283,1.321,43297.69,1353.053,25.085,4.271,2.256,32,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,67.229,sglang,0.5.10,b300_sxm,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,180.324,sglang,0.5.10,b300_sxm,0.0,1353.053
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,580,20.663,1,1,3,116,116,5,235.19,24.688,25491.014,20.663,1.291,21159.014,1322.438,40.506,7.653,4.593,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,107.647,sglang,0.5.10,b300_sxm,0.0,1322.438
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,400,18.487,1,1,3,80,80,5,235.19,19.457,20139.701,18.487,1.155,18931.098,1183.194,51.395,7.653,4.019,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,85.147,sglang,0.5.10,b300_sxm,0.0,1183.194
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,616,34.439,1,1,5,56,56,11,235.19,15.97,16572.5,34.439,1.076,35265.024,1102.032,62.618,7.653,3.428,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,70.147,sglang,0.5.10,b300_sxm,0.0,1102.032
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,460,34.206,1,1,3,92,92,5,142.074,11.869,12284.061,34.206,1.069,35027.251,1094.602,84.254,12.669,7.577,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b300_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,48.69,sglang,0.5.10,b300_sxm,0.0,1094.602
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,400,32.807,1,1,3,80,80,5,142.074,10.965,11359.269,32.807,1.025,33594.573,1049.83,91.2,12.669,7.132,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b300_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,44.94,sglang,0.5.10,b300_sxm,0.0,1049.83
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,184,15.162,1,1,1,184,184,1,95.517,10.914,11260.539,15.162,0.948,15525.478,970.342,91.623,18.845,16.48,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,41.062,sglang,0.5.10,b300_sxm,0.0,970.342
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,160,14.467,1,1,1,160,160,1,95.517,9.946,10270.275,14.467,0.904,14814.208,925.888,100.541,18.845,15.725,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,37.312,sglang,0.5.10,b300_sxm,0.0,925.888
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,136,13.623,1,1,1,136,136,1,95.517,8.978,9280.011,13.623,0.851,13950.321,871.895,111.384,18.845,14.808,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,33.562,sglang,0.5.10,b300_sxm,0.0,871.895
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,108,12.375,1,1,1,108,108,1,95.517,7.848,8124.021,12.375,0.773,12671.918,791.995,127.415,18.845,13.451,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,29.187,sglang,0.5.10,b300_sxm,0.0,791.995
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,78,10.171,1,1,1,26,26,3,142.074,6.897,7197.705,10.171,0.636,10414.694,650.918,144.987,12.669,3.685,16,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b300_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,28.065,sglang,0.5.10,b300_sxm,0.0,650.918
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,120,16.96,1,1,1,60,60,2,95.517,5.912,6143.493,16.96,0.707,17367.552,723.648,169.147,18.845,9.921,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.687,sglang,0.5.10,b300_sxm,0.0,542.736
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,72,13.097,1,1,1,36,36,2,95.517,4.944,5153.229,13.097,0.546,13411.451,558.81,202.273,18.845,7.118,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,17.937,sglang,0.5.10,b300_sxm,0.0,419.10749999999996
qwen3_32b,b300_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,36,8.098,1,1,1,12,12,3,95.517,3.998,4185.471,8.098,0.253,8292.188,259.131,250.15,18.845,2.934,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,b300_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,14.187,sglang,0.5.10,b300_sxm,0.0,259.131
qwen3_32b,rtx_pro_6000_server,SILICON,Qwen/Qwen3-32B,4096,1024,0,576,7.384,1,1,7,64,64,9,1535.828,68.489,71600.075,7.384,0.231,7560.806,236.275,14.601,1.172,0.913,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,75.147,sglang,0.5.10,rtx_pro_6000_server,0.0,236.275
qwen3_32b,rtx_pro_6000_server,SILICON,Qwen/Qwen3-32B,4096,1024,0,504,7.096,1,1,7,56,56,9,1535.828,63.862,66866.654,7.096,0.222,7266.263,227.071,15.659,1.172,0.857,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,70.147,sglang,0.5.10,rtx_pro_6000_server,0.0,227.071
qwen3_32b,rtx_pro_6000_server,SILICON,Qwen/Qwen3-32B,4096,1024,0,200,3.164,1,1,3,40,40,5,1535.828,54.825,57621.803,3.164,0.198,3240.346,202.522,18.24,1.172,0.713,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,60.147,sglang,0.5.10,rtx_pro_6000_server,0.0,202.522
qwen3_32b,rtx_pro_6000_server,SILICON,Qwen/Qwen3-32B,4096,1024,0,160,2.889,1,1,3,32,32,5,1535.828,49.837,52519.079,2.889,0.181,2958.131,184.883,20.065,1.172,0.628,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,55.147,sglang,0.5.10,rtx_pro_6000_server,0.0,184.883
qwen3_32b,rtx_pro_6000_server,SILICON,Qwen/Qwen3-32B,4096,1024,0,264,5.274,1,1,5,24,24,11,1535.828,44.221,46773.911,5.274,0.165,5400.576,168.768,22.614,1.172,0.531,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,50.147,sglang,0.5.10,rtx_pro_6000_server,0.0,168.768
qwen3_32b,rtx_pro_6000_server,SILICON,Qwen/Qwen3-32B,4096,1024,0,198,4.473,1,1,5,18,18,11,1535.828,39.773,42223.607,4.473,0.14,4580.393,143.137,25.142,1.172,0.442,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,46.397,sglang,0.5.10,rtx_pro_6000_server,0.0,143.137
qwen3_32b,rtx_pro_6000_server,SILICON,Qwen/Qwen3-32B,4096,1024,0,44,0.898,1,1,1,44,44,1,1803.105,39.056,41757.393,0.898,0.112,919.757,114.97,25.604,0.998,1.101,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,33.69,sglang,0.5.10,rtx_pro_6000_server,0.0,114.97
qwen3_32b,rtx_pro_6000_server,SILICON,Qwen/Qwen3-32B,4096,1024,0,130,3.164,1,1,3,10,10,13,1535.828,34.447,36775.109,3.164,0.099,3240.346,101.261,29.03,1.172,0.284,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,41.397,sglang,0.5.10,rtx_pro_6000_server,0.0,101.261
qwen3_32b,rtx_pro_6000_server,SILICON,Qwen/Qwen3-32B,4096,1024,0,24,0.726,1,1,1,24,24,1,1803.105,29.749,32236.332,0.726,0.091,743.301,92.913,33.615,0.998,0.789,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,27.44,sglang,0.5.10,rtx_pro_6000_server,0.0,92.913
qwen3_32b,rtx_pro_6000_server,SILICON,Qwen/Qwen3-32B,4096,1024,0,52,1.796,1,1,2,13,13,4,1803.105,24.923,27299.334,1.796,0.075,1839.514,76.646,40.124,0.998,0.51,24,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,24.002,sglang,0.5.10,rtx_pro_6000_server,0.0,57.4845
qwen3_32b,rtx_pro_6000_server,SILICON,Qwen/Qwen3-32B,4096,1024,0,32,0.877,1,1,1,32,32,1,1848.528,24.593,27007.167,0.877,0.055,897.638,56.102,40.662,0.974,1.272,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,17.312,sglang,0.5.10,rtx_pro_6000_server,0.0,56.102
