model_key,system,mode,model,isl,osl,prefix,concurrency,request_rate,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,(p)seq/s/worker,(d)seq/s/worker,num_total_gpus,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,power_w,tokens/s/gpu_cluster
llama31_70b,h100_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,52,3.636,1,1,1,52,52,1,329.281,12.862,13487.107,3.636,0.227,3723.1,232.694,77.75,5.466,3.952,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,31.267,sglang,0.5.10,h100_sxm,0.0,232.694
llama31_70b,h100_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,64,4.919,1,1,1,32,32,2,329.281,10.908,11488.165,4.919,0.205,5037.466,209.894,91.673,5.466,2.868,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,27.361,sglang,0.5.10,h100_sxm,0.0,157.4205
llama31_70b,h100_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,44,3.984,1,1,1,22,22,2,329.281,9.932,10489.717,3.984,0.166,4079.206,169.967,100.689,5.466,2.165,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,25.408,sglang,0.5.10,h100_sxm,0.0,127.47525000000002
llama31_70b,h100_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,36,3.616,1,1,1,12,12,3,329.281,8.955,9490.246,3.616,0.113,3702.374,115.699,111.671,5.466,1.31,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,23.454,sglang,0.5.10,h100_sxm,0.0,115.699
llama31_70b,h100_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,6,0.676,1,1,1,2,2,3,329.281,7.978,8490.775,0.676,0.021,692.429,21.638,125.341,5.466,0.245,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.501,sglang,0.5.10,h100_sxm,0.0,21.638
llama31_70b,h100_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,108,2.276,1,1,1,108,108,1,539.588,42.673,44194.067,2.276,0.285,2330.706,291.338,23.434,3.336,2.474,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,79.725,sglang,0.5.10,h100_sxm,0.0,291.338
llama31_70b,h100_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,152,4.541,1,1,1,152,152,1,356.738,29.514,30549.56,4.541,0.284,4650.394,290.65,33.883,5.046,5.034,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,50.798,sglang,0.5.10,h100_sxm,0.0,290.65
llama31_70b,h100_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,116,4.198,1,1,1,116,116,1,356.738,24.852,25780.334,4.198,0.262,4298.711,268.669,40.239,5.046,4.563,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,43.767,sglang,0.5.10,h100_sxm,0.0,268.669
llama31_70b,h100_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,76,3.475,1,1,1,76,76,1,356.738,19.671,20480.171,3.475,0.217,3558.236,222.39,50.835,5.046,3.777,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,35.954,sglang,0.5.10,h100_sxm,0.0,222.39
llama31_70b,h100_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,68,3.282,1,1,1,68,68,1,356.738,18.635,19420.343,3.282,0.205,3360.399,210.025,53.662,5.046,3.567,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,34.392,sglang,0.5.10,h100_sxm,0.0,210.025
llama31_70b,h100_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,60,3.066,1,1,1,60,60,1,356.738,17.599,18360.515,3.066,0.192,3139.953,196.247,56.82,5.046,3.333,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,32.829,sglang,0.5.10,h100_sxm,0.0,196.247
llama31_70b,h100_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,72,4.541,1,1,1,24,24,3,356.738,12.937,13591.289,4.541,0.142,4650.394,145.325,77.297,5.046,1.813,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,25.798,sglang,0.5.10,h100_sxm,0.0,145.325
llama31_70b,h100_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,48,3.613,1,1,1,16,16,3,356.738,11.946,12577.496,3.613,0.113,3699.548,115.611,83.708,5.046,1.309,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,24.236,sglang,0.5.10,h100_sxm,0.0,115.611
llama31_70b,h100_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,24,1.979,1,1,1,8,8,3,356.738,10.912,11519.714,1.979,0.062,2026.414,63.325,91.642,5.046,0.717,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,22.673,sglang,0.5.10,h100_sxm,0.0,63.325
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,792,14.918,1,1,5,264,264,3,543.031,47.38,49012.771,14.918,0.466,15275.52,477.36,21.106,3.315,5.447,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,140.662,sglang,0.5.10,h200_sxm,0.0,477.36
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,744,14.885,1,1,5,248,248,3,543.031,44.948,46524.835,14.885,0.465,15241.912,476.31,22.248,3.315,5.393,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,134.412,sglang,0.5.10,h200_sxm,0.0,476.31
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,624,14.214,1,1,5,208,208,3,543.031,39.481,40932.094,14.214,0.444,14555.136,454.848,25.329,3.315,5.15,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,118.787,sglang,0.5.10,h200_sxm,0.0,454.848
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,76,1.692,1,1,1,76,76,1,957.647,39.338,41200.421,1.692,0.423,1732.608,433.152,25.421,1.88,1.889,4,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,71.477,sglang,0.5.10,h200_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,129.717,sglang,0.5.10,h200_sxm,0.0,433.152
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,504,13.287,1,1,5,168,168,3,543.031,34.114,35441.653,13.287,0.415,13605.519,425.172,29.313,3.315,4.814,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,103.162,sglang,0.5.10,h200_sxm,0.0,425.172
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,408,12.263,1,1,5,136,136,3,543.031,29.92,31151.191,12.263,0.383,12556.984,392.406,33.422,3.315,4.443,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,90.662,sglang,0.5.10,h200_sxm,0.0,392.406
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,92,2.984,1,1,1,92,92,1,543.031,24.488,25594.255,2.984,0.373,3055.104,381.888,40.836,3.315,3.672,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,73.475,sglang,0.5.10,h200_sxm,0.0,381.888
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,104,4.856,1,1,1,104,104,1,333.594,16.792,17511.81,4.856,0.304,4972.954,310.81,59.554,5.396,6.054,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,41.423,sglang,0.5.10,h200_sxm,0.0,310.81
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,80,4.7,1,1,1,80,80,1,333.594,15.306,15991.632,4.7,0.294,4813.087,300.818,65.333,5.396,5.109,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.736,sglang,0.5.10,h200_sxm,0.0,300.818
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,72,4.37,1,1,1,72,72,1,333.594,14.816,15490.362,4.37,0.273,4474.88,279.68,67.496,5.396,4.75,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,35.173,sglang,0.5.10,h200_sxm,0.0,279.68
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,56,3.663,1,1,1,56,56,1,333.594,13.751,14400.867,3.663,0.229,3750.42,234.401,72.722,5.396,3.981,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,32.048,sglang,0.5.10,h200_sxm,0.0,234.401
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,80,4.856,1,1,1,40,40,2,333.594,12.795,13422.879,4.856,0.202,4972.954,207.206,78.157,5.396,3.056,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,28.923,sglang,0.5.10,h200_sxm,0.0,155.40449999999998
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,60,4.504,1,1,1,30,30,2,333.594,11.978,12587.088,4.504,0.188,4612.424,192.184,83.49,5.396,2.448,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,26.97,sglang,0.5.10,h200_sxm,0.0,144.138
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,48,3.991,1,1,1,16,16,3,333.594,10.813,11395.293,3.991,0.125,4086.743,127.711,92.484,5.396,1.446,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,24.236,sglang,0.5.10,h200_sxm,0.0,127.711
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,33,2.973,1,1,1,11,11,3,333.594,9.984,10547.226,2.973,0.093,3043.86,95.121,100.157,5.396,1.077,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,23.259,sglang,0.5.10,h200_sxm,0.0,95.121
llama31_70b,h200_sxm,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,9,0.905,1,1,1,3,3,3,333.594,8.936,9475.122,0.905,0.028,927.007,28.969,111.911,5.396,0.328,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.697,sglang,0.5.10,h200_sxm,0.0,28.969
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,792,15.671,1,1,5,264,264,3,491.546,45.45,46986.896,15.671,0.49,16047.391,501.481,22.002,3.662,5.678,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,140.662,sglang,0.5.10,h200_sxm,0.0,501.481
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,768,15.663,1,1,5,256,256,3,491.546,44.096,45601.754,15.663,0.489,16038.912,501.216,22.678,3.662,5.675,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,137.537,sglang,0.5.10,h200_sxm,0.0,501.216
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,672,15.597,1,1,5,224,224,3,491.546,38.745,40127.681,15.597,0.487,15971.082,499.096,25.81,3.662,5.651,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,125.037,sglang,0.5.10,h200_sxm,0.0,499.096
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,576,15.039,1,1,5,192,192,3,491.546,34.446,35729.804,15.039,0.47,15400.182,481.256,29.031,3.662,5.449,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,112.537,sglang,0.5.10,h200_sxm,0.0,481.256
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,456,13.916,1,1,5,152,152,3,491.546,29.469,30638.333,13.916,0.435,14249.902,445.309,33.934,3.662,5.042,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,96.912,sglang,0.5.10,h200_sxm,0.0,445.309
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,64,3.108,1,1,1,64,64,1,491.546,18.518,19435.46,3.108,0.388,3182.346,397.793,54.0,3.662,3.378,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,62.537,sglang,0.5.10,h200_sxm,0.0,397.793
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,56,2.874,1,1,1,56,56,1,491.546,17.523,18417.575,2.874,0.359,2943.058,367.882,57.068,3.662,3.124,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,59.412,sglang,0.5.10,h200_sxm,0.0,367.882
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,48,2.612,1,1,1,48,48,1,491.546,16.527,17398.667,2.612,0.326,2674.565,334.321,60.505,3.662,2.839,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,56.287,sglang,0.5.10,h200_sxm,0.0,334.321
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,56,5.094,1,1,1,56,56,1,318.049,9.719,10260.586,5.094,0.318,5216.256,326.016,102.889,5.66,5.632,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,32.048,sglang,0.5.10,h200_sxm,0.0,326.016
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,44,4.47,1,1,1,44,44,1,318.049,8.851,9372.622,4.47,0.279,4577.567,286.098,112.982,5.66,4.859,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,29.704,sglang,0.5.10,h200_sxm,0.0,286.098
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,32,3.605,1,1,1,32,32,1,318.049,7.983,8484.658,3.605,0.225,3691.069,230.692,125.269,5.66,3.918,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,27.361,sglang,0.5.10,h200_sxm,0.0,230.692
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,36,4.644,1,1,1,18,18,2,318.049,6.97,7448.359,4.644,0.194,4755.62,198.151,143.473,5.66,2.524,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,24.626,sglang,0.5.10,h200_sxm,0.0,148.61325
llama31_70b,h200_sxm,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,12,1.811,1,1,1,4,4,3,318.049,5.957,6412.06,1.811,0.057,1854.013,57.938,167.868,5.66,0.656,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.892,sglang,0.5.10,h200_sxm,0.0,57.938
llama31_70b,h200_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,792,13.18,1,1,7,88,88,9,860.364,53.257,55342.275,13.18,0.412,13495.91,421.747,18.777,2.092,1.615,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,71.477,sglang,0.5.10,h200_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,139.092,sglang,0.5.10,h200_sxm,0.0,421.747
llama31_70b,h200_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,144,3.178,1,1,1,144,144,1,509.836,39.039,40446.733,3.178,0.397,3254.17,406.771,25.615,3.531,3.606,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,93.787,sglang,0.5.10,h200_sxm,0.0,406.771
llama31_70b,h200_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,120,3.114,1,1,1,120,120,1,509.836,34.651,35957.809,3.114,0.389,3188.941,398.618,28.86,3.531,3.385,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,84.412,sglang,0.5.10,h200_sxm,0.0,398.618
llama31_70b,h200_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,92,2.801,1,1,1,92,92,1,509.836,29.531,30720.049,2.801,0.35,2868.634,358.579,33.863,3.531,3.045,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,73.475,sglang,0.5.10,h200_sxm,0.0,358.579
llama31_70b,h200_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,92,4.842,1,1,1,92,92,1,334.573,16.977,17702.044,4.842,0.303,4958.208,309.888,58.903,5.38,5.297,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,39.079,sglang,0.5.10,h200_sxm,0.0,309.888
llama31_70b,h200_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,80,4.566,1,1,1,80,80,1,334.573,15.758,16455.007,4.566,0.285,4675.543,292.221,63.459,5.38,4.963,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.736,sglang,0.5.10,h200_sxm,0.0,292.221
llama31_70b,h200_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,72,4.332,1,1,1,72,72,1,334.573,14.945,15623.308,4.332,0.271,4436.255,277.266,66.91,5.38,4.709,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,35.173,sglang,0.5.10,h200_sxm,0.0,277.266
llama31_70b,h200_sxm,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,60,3.931,1,1,1,60,60,1,334.573,13.726,14376.271,3.931,0.246,4025.508,251.594,72.852,5.38,4.273,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,32.829,sglang,0.5.10,h200_sxm,0.0,251.594
