tag,mapping,alignment_class,step,op_category,latency_ms,step_latency_ms,step_count,weighted_latency_ms,aic_mix_step_latency_ms,aic_genonly_step_latency_ms,aic_ttft,aic_tpot,aic_request_latency,decode_batch_size,decode_prefix_len,prefill_batch_size,prefill_fresh_len,prefill_prefix_len,first_formal_prefill_req_count,first_formal_decode_req_count,first_formal_sum_prefill_fresh_tokens,first_formal_sum_decode_kv_tokens,aic_isl,aic_prefix,pct_of_step,pct_of_weighted_total
agg_aic_p0_chunk_b9_isl8192_ctx8192,observed_first_batch,strict_prefix0,genonly_step,generation_other,0.7088962836816644,3.5221263464154835,14.0,9.9245479715433,93.88838444023584,3.522126346415483,183.0823496584599,9.546543552670174,326.2805029485125,8,8192,1,8192,0,1,1,8191,8192,8192,0,0.20126940772670404,0.04186044499428114
agg_aic_p0_chunk_b9_isl8192_ctx8192,observed_first_batch,strict_prefix0,mix_step,attention_scaled,0.0,93.88838444023584,2.0,0.0,93.88838444023584,3.522126346415483,183.0823496584599,9.546543552670174,326.2805029485125,8,8192,1,8192,0,1,1,8191,8192,8192,0,0.0,0.0
agg_aic_p0_chunk_b9_isl8192_ctx8192,observed_first_batch,strict_prefix0,mix_step,context_mla_block,39.20868953677592,93.88838444023584,2.0,78.41737907355184,93.88838444023584,3.522126346415483,183.0823496584599,9.546543552670174,326.2805029485125,8,8192,1,8192,0,1,1,8191,8192,8192,0,0.41760958792228453,0.3307542462101331
agg_aic_p0_chunk_b9_isl8192_ctx8192,observed_first_batch,strict_prefix0,mix_step,context_moe,47.686654864847654,93.88838444023584,2.0,95.37330972969531,93.88838444023584,3.522126346415483,183.0823496584599,9.546543552670174,326.2805029485125,8,8192,1,8192,0,1,1,8191,8192,8192,0,0.5079079286448085,0.4022721435081765
agg_aic_p0_chunk_b9_isl8192_ctx8192,observed_first_batch,strict_prefix0,mix_step,context_other,3.166610930494488,93.88838444023584,2.0,6.333221860988976,93.88838444023584,3.522126346415483,183.0823496584599,9.546543552670174,326.2805029485125,8,8192,1,8192,0,1,1,8191,8192,8192,0,0.03372739822262229,0.026712701284598874
agg_aic_p0_chunk_b9_isl8192_ctx8192,observed_first_batch,strict_prefix0,mix_step,context_shared_ffn,3.8264291081177824,93.88838444023584,2.0,7.652858216235565,93.88838444023584,3.522126346415483,183.0823496584599,9.546543552670174,326.2805029485125,8,8192,1,8192,0,1,1,8191,8192,8192,0,0.04075508521028473,0.032278754793498725
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,intended_case,strict_prefix0,genonly_step,generation_mla_block,0.7222060415378105,8.976946098580713,13.0,9.388678539991536,36.545333337024125,8.976946098580713,73.09066667404825,10.946116615612386,237.28241590823404,8,512,4,512,0,7,1,3584,512,512,0,0.08045119505084183,0.041481099449511054
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,intended_case,strict_prefix0,genonly_step,generation_moe,7.593465971549352,8.976946098580713,13.0,98.71505763014157,36.545333337024125,8.976946098580713,73.09066667404825,10.946116615612386,237.28241590823404,8,512,4,512,0,7,1,3584,512,512,0,0.8458852139871827,0.43614328739428854
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,intended_case,strict_prefix0,genonly_step,generation_other,0.6612740854935502,8.976946098580713,13.0,8.59656311141615,36.545333337024125,8.976946098580713,73.09066667404825,10.946116615612386,237.28241590823404,8,512,4,512,0,7,1,3584,512,512,0,0.07366359096197536,0.037981371694612624
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,intended_case,strict_prefix0,mix_step,attention_scaled,0.0,36.54533333702412,3.0,0.0,36.545333337024125,8.976946098580713,73.09066667404825,10.946116615612386,237.28241590823404,8,512,4,512,0,7,1,3584,512,512,0,0.0,0.0
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,intended_case,strict_prefix0,mix_step,context_mla_block,6.711477950294217,36.54533333702412,3.0,20.13443385088265,36.545333337024125,8.976946098580713,73.09066667404825,10.946116615612386,237.28241590823404,8,512,4,512,0,7,1,3584,512,512,0,0.18364801569602351,0.08895804125900109
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,intended_case,strict_prefix0,mix_step,context_moe,27.29593341350555,36.54533333702412,3.0,81.88780024051665,36.545333337024125,8.976946098580713,73.09066667404825,10.946116615612386,237.28241590823404,8,512,4,512,0,7,1,3584,512,512,0,0.7469061278434697,0.3617970272397492
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,intended_case,strict_prefix0,mix_step,context_other,1.3439987674309943,36.54533333702412,3.0,4.031996302292983,36.545333337024125,8.976946098580713,73.09066667404825,10.946116615612386,237.28241590823404,8,512,4,512,0,7,1,3584,512,512,0,0.036776207649729865,0.01781418320832474
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,intended_case,strict_prefix0,mix_step,context_shared_ffn,1.1939232057933546,36.54533333702412,3.0,3.581769617380064,36.545333337024125,8.976946098580713,73.09066667404825,10.946116615612386,237.28241590823404,8,512,4,512,0,7,1,3584,512,512,0,0.03266964881077688,0.01582498975451273
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,observed_first_batch,strict_prefix0,genonly_step,generation_mla_block,0.681078587833909,7.55847510900146,14.0,9.535100229674725,47.79316117499018,7.55847510900146,93.19666429123085,10.240787513400708,246.80847699224148,8,512,4,512,0,7,1,3584,512,512,0,0.09010793553091231,0.04734292329615062
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,observed_first_batch,strict_prefix0,genonly_step,generation_moe,6.1946446955204015,7.55847510900146,14.0,86.72502573728562,47.79316117499018,7.55847510900146,93.19666429123085,10.240787513400708,246.80847699224148,8,512,4,512,0,7,1,3584,512,512,0,0.8195627565331451,0.43060021839718665
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,observed_first_batch,strict_prefix0,genonly_step,generation_other,0.6827518256471492,7.55847510900146,14.0,9.558525559060088,47.79316117499018,7.55847510900146,93.19666429123085,10.240787513400708,246.80847699224148,8,512,4,512,0,7,1,3584,512,512,0,0.09032930793594247,0.04745923288341923
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,observed_first_batch,strict_prefix0,mix_step,attention_scaled,0.0,47.79316117499018,2.0,0.0,47.79316117499018,7.55847510900146,93.19666429123085,10.240787513400708,246.80847699224148,8,512,4,512,0,7,1,3584,512,512,0,0.0,0.0
