framework,version,device,op_name,kernel_source,batch_size,seq_len,hidden_size,tp_size,latency
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,4,8.282099151611328
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,8,8.284044647216797
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,1,1.4965375900268554
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,2,1.4967391967773438
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,4,1.4966655731201173
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,8,1.498639965057373
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,1,2.465059280395508
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,2,2.464838409423828
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,4,2.4656415939331056
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,8,2.465372848510742
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,1,3.3592735290527345
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,2,3.360531234741211
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,4,3.3612064361572265
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,8,3.364451217651367
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,1,3.6754081726074217
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,2,3.6758880615234375
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,4,3.674700927734375
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,8,3.675609588623047
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,1,5.543337631225586
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,2,5.541964721679688
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,4,5.544047927856445
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,8,5.54181137084961
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,1,8.279472351074219
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,2,8.280150604248046
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,4,8.279318237304688
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,8,8.281206512451172
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,1,1.497110366821289
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,2,1.4966400146484375
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,4,1.5039648056030273
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,8,1.499180793762207
